mnemonic	summary	kind	standard_status_hint	source_section
TPTIMEOUT	Transaction timeout	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TPTIMEOUT
TPTOODEEP	$TLEVEL cannot exceed xxxx	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TPTOODEEP
TRACEON	Missing global name (with optional subscripts) for recording M-tracing information	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#TRACEON
TRACINGON	Tracing already turned on	Information	ydb-extension	MessageRecovery/errors.rst#TRACINGON
TRANS2BIG	Transaction exceeded available buffer space for region rrrr	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TRANS2BIG
TRANSMINUS	Negative numbers not allowed with ZTCOMMIT	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TRANSMINUS
TRANSNEST	Maximum transaction nesting levels exceeded	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TRANSNEST
TRANSNOSTART	ZTCOMMIT(s) issued without corresponding ZTSTART(s)	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TRANSNOSTART
TRANSREPLJNL1GB	Transaction can use at most 1GiB of replicated journal records across all journaled regions	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TRANSREPLJNL1GB
TRESTLOC	Transaction start: xxxx, Transaction failure: yyyy	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TRESTLOC
TRESTMAX	TRESTART not allowed in a final TP retry more than once	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TRESTMAX
TRESTNOT	Cannot TRESTART, transaction is not restartable	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TRESTNOT
TRIG2NOTRIG	Sending transaction sequence number xxxx which used triggers to a replicator that does not support triggers	Warning	ydb-extension	MessageRecovery/errors.rst#TRIG2NOTRIG
TRIGCOMPFAIL	Compilation of database trigger named tttt failed	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TRIGCOMPFAIL
TRIGDATAIGNORE	Ignoring trigger data tttt. Use MUPIP TRIGGER to load trigger definitions	Information	ydb-extension	MessageRecovery/errors.rst#TRIGDATAIGNORE
TRIGDEFBAD	"Trigger initialization failed for global ^gggg. Error while processing ^#t(""xxxx"",yyyy)"	Error	ydb-extension	MessageRecovery/errors.rst#TRIGDEFBAD
TRIGDEFNOSYNC	Global ^gggg has triggers defined on the [originating/replicating] instance but none on the [replicating/originating] instance. Current journal sequence number is 0xjjjj	Warning	ydb-extension	MessageRecovery/errors.rst#TRIGDEFNOSYNC
TRIGINVCHSET	Trigger tttt for global ^gggg was created with CHSET=cccc which is different from the current $ZCHSET of this process	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TRIGINVCHSET
TRIGIS	Trigger name: tttt	Information	ydb-extension	MessageRecovery/errors.rst#TRIGIS
TRIGLOADFAIL	MUPIP TRIGGER or $ZTRIGGER operation failed. Failure code: xxxx.	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TRIGLOADFAIL
TRIGMODREGNOTRW	Trigger(s) cannot be added/changed/deleted/upgraded because region rrrr is read-only	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TRIGMODREGNOTRW
TRIGNAMBAD	"Trigger initialization failed. Error while processing ^#t(""tttt"",cccc)"	Error	ydb-extension	MessageRecovery/errors.rst#TRIGNAMBAD
TRIGNAMENF	Trigger name nnnn not found with the current default global directory	Error	ydb-extension	MessageRecovery/errors.rst#TRIGNAMENF
TRIGNAMEUNIQ	Unable to make trigger name tttt unique beyond vvvv versions already loaded	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TRIGNAMEUNIQ
TRIGREPLSTATE	Trigger cannot update replicated database file dddd since triggering update was not replicated	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TRIGREPLSTATE
TRIGSUBSCRANGE	Trigger definition for global ^gggg has one or more invalid subscript range(s) : ssss		ydb-extension	MessageRecovery/errors.rst#TRIGSUBSCRANGE
TRIGTCOMMIT	TCOMMIT at $ZTLEVEL=LLLL not allowed as corresponding TSTART was done at lower $ZTLEVEL=BBBB	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TRIGTCOMMIT
TRIGTLVLCHNG	Detected a net transaction level ($TLEVEL) change during trigger tttt. Transaction level must be the same at exit as when the trigger started	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TRIGTLVLCHNG
TRIGUPBADLABEL	Trigger upgrade cannot upgrade label NNNN to CCCC on ^GGGG in region RRRR	Error	ydb-extension	MessageRecovery/errors.rst#TRIGUPBADLABEL
TRIGZBREAKREM	ZBREAK in trigger tttt removed due to trigger being reloaded	Warning	ydb-extension	MessageRecovery/errors.rst#TRIGZBREAKREM
TRNLOGFAIL	Translation of (VMS) logical name or (UNIX) environment variable xxxx failed	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#TRNLOGFAIL
TROLLBK2DEEP	Intended rollback(xxxx) deeper than the current $tlevel(yyyy)	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TROLLBK2DEEP
TSTRTPARM	Error parsing TSTART qualifier	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#TSTRTPARM
TTINVFILTER	Invalid FILTER argument	Information	ydb-extension	MessageRecovery/errors.rst#TTINVFILTER
TTLENGTHTOOBIG	Terminal LENGTH exceeds the maximum allowed limit	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TTLENGTHTOOBIG
TTWIDTHTOOBIG	Terminal WIDTH exceeds the maximum allowed limit	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TTWIDTHTOOBIG
TXTSRCFMT	$TEXT encountered an invalid source program file format	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TXTSRCFMT
TXTSRCMAT	M object module and source file do not match	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TXTSRCMAT
UIDMSG	Unidentified message received	Run Time Error	ydb-extension	MessageRecovery/errors.rst#UIDMSG
UIDSND	Unidentified sender PID	Run Time Error	ydb-extension	MessageRecovery/errors.rst#UIDSND
UNIMPLOP	Unimplemented construct encountered	Run Time Error	ydb-extension	MessageRecovery/errors.rst#UNIMPLOP
UNIQNAME	Cannot provide same file name (nnnn) for ffff and FFFF	Error	ydb-extension	MessageRecovery/errors.rst#UNIQNAME
UNKNOWNFOREX	Process halted by a forced exit from a source other than MUPIP	Warning	ydb-extension	MessageRecovery/errors.rst#UNKNOWNFOREX
UNKNOWNSYSERR	nnnn does not correspond to a known YottaDB error code	Run Time Error	ydb-extension	MessageRecovery/errors.rst#UNKNOWNSYSERR
UNSDCLASS	Unsupported descriptor class	Run Time Error	ydb-extension	MessageRecovery/errors.rst#UNSDCLASS
UNSDDTYPE	Unsupported descriptor data type	Run Time Error	ydb-extension	MessageRecovery/errors.rst#UNSDDTYPE
UNSETENVFAIL	"VIEW ""UNSETENV"":""eeee"" failed in unsetenv() system call"	Run Time Error	ydb-extension	MessageRecovery/errors.rst#UNSETENVFAIL
UNSOLCNTERR	An unsolicited error message has been received from the network	Run Time Error	ydb-extension	MessageRecovery/errors.rst#UNSOLCNTERR
UNUM64ERR	Error: cannot convert VVVV value to 64 bit unsigned decimal or hexadecimal number	Error	ydb-extension	MessageRecovery/errors.rst#UNUM64ERR
UPDATEFILEOPEN	Update file open error	Run Time Error	ydb-extension	MessageRecovery/errors.rst#UPDATEFILEOPEN
UPDPROC	Update Process error	Error	ydb-extension	MessageRecovery/errors.rst#UPDPROC
UPDREPLSTATEOFF	Error replicating global ^gggg as it maps to database xxxx which has replication turned OFF	Error	ydb-extension	MessageRecovery/errors.rst#UPDREPLSTATEOFF
UPDSYNC2MTINS	Can only UPDATERESYNC with an empty instance file	Error	ydb-extension	MessageRecovery/errors.rst#UPDSYNC2MTINS
UPDSYNCINSTFILE	Error with instance file name specified in UPDATERESYNC qualifier	Error	ydb-extension	MessageRecovery/errors.rst#UPDSYNCINSTFILE
USRIOINIT	User-defined device driver not successfully initialized	Run Time Error	ydb-extension	MessageRecovery/errors.rst#USRIOINIT
UTF16ENDIAN	The device previously set UTF-16 endianness to cccc and cannot change to eeee	Run Time Error	ydb-extension	MessageRecovery/errors.rst#UTF16ENDIAN
UTF8NOTINSTALLED	$ydb_dist does not have utf8 folder installed. Please use M mode or re-install YottaDB with UTF-8 support	Run Time Error	ydb-extension	MessageRecovery/errors.rst#UTF8NOTINSTALLED
VALTOOBIG	xxxx is larger than the maximum of yyyy for a zzzz	Error	ydb-extension	MessageRecovery/errors.rst#VALTOOBIG
VALTOOLONG	xxxx exceeds the maximum length of yyyy for a zzzz	Error	ydb-extension	MessageRecovery/errors.rst#VALTOOLONG
VALTOOSMALL	xxxx is less than the minimum of yyyy for a zzzz	Error	ydb-extension	MessageRecovery/errors.rst#VALTOOSMALL
VALUEBAD	xxxx is not a valid yyyy	Error	ydb-extension	MessageRecovery/errors.rst#VALUEBAD
VALUEREQD	Qualifier xxxx requires a value	Error	ydb-extension	MessageRecovery/errors.rst#VALUEREQD
VAREXPECTED	Variable expected in this context	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#VAREXPECTED
VARNAME2LONG	Variable name length exceeds maximum allowed (xxxx)	Run Time Error	ydb-extension	MessageRecovery/errors.rst#VARNAME2LONG
VERIFY	Verification xxxx	Information	ydb-extension	MessageRecovery/errors.rst#VERIFY
VERMISMATCH	Attempt to access xxxx with version yyyy, while already using zzzz	Run Time Error	ydb-extension	MessageRecovery/errors.rst#VERMISMATCH
VERSION	Version mismatch - This program must be recompiled	Run Time Error	ydb-extension	MessageRecovery/errors.rst#VERSION
VIEWAMBIG	View parameter xxxx is ambiguous	Run Time Error	ydb-extension	MessageRecovery/errors.rst#VIEWAMBIG
VIEWARGCNT	View parameter xxxx has inappropriate number of subparameters	Run Time Error	ydb-extension	MessageRecovery/errors.rst#VIEWARGCNT
VIEWARGTOOLONG	The argument length (LLLL) to VIEW command vvvv exceeds the maximum mmmm	Run Time Error	ydb-extension	MessageRecovery/errors.rst#VIEWARGTOOLONG
VIEWCMD	View parameter pppp is not valid with the VIEW command	Run Time Error	ydb-extension	MessageRecovery/errors.rst#VIEWCMD
VIEWFN	View parameter xxxx is not valid with the $VIEW() function	Run Time Error	ydb-extension	MessageRecovery/errors.rst#VIEWFN
VIEWGVN	Invalid global key name used with VIEW/$VIEW(): xxxx	Run Time Error	ydb-extension	MessageRecovery/errors.rst#VIEWGVN
VIEWLVN	Invalid local variable name used with VIEW/$VIEW(): vvvv	Run Time Error	ydb-extension	MessageRecovery/errors.rst#VIEWLVN
VIEWNOTFOUND	View parameter xxxx not valid	Run Time Error	ydb-extension	MessageRecovery/errors.rst#VIEWNOTFOUND
VIEWREGLIST	$VIEW() only handles the first region subparameter	Warning	ydb-extension	MessageRecovery/errors.rst#VIEWREGLIST
WAITDSKSPACE	Process xxxx will wait aaaa seconds for necessary disk space to become available for yyyy	Run Time Error	ydb-extension	MessageRecovery/errors.rst#WAITDSKSPACE
WCBLOCKED	Field xxxx is set by process yyyy at transaction number aaaa for database file zzzz	Warning	ydb-extension	MessageRecovery/errors.rst#WCBLOCKED
WCERRNOTCHG	Not all specified database files were changed	Error	ydb-extension	MessageRecovery/errors.rst#WCERRNOTCHG
WCSFLUFAIL	Error flushing buffers -- called from module MMMM at line LLLL	Error	ydb-extension	MessageRecovery/errors.rst#WCSFLUFAIL
WCSFLUFAILED	xxxx error while flushing buffers at transaction number nnnn for database file yyyy	Error	ydb-extension	MessageRecovery/errors.rst#WCSFLUFAILED
WCWRNNOTCHG	Not all specified database files were changed	Warning	ydb-extension	MessageRecovery/errors.rst#WCWRNNOTCHG
WEIRDSYSTIME	Time reported by the system clock is outside the acceptable range. Please check and correct the system clock	Run Time Error	ydb-extension	MessageRecovery/errors.rst#WEIRDSYSTIME
WIDTHTOOSMALL	WIDTH should be at least 2 when device ICHSET or OCHSET is UTF-8 or UTF-16	Run Time Error	ydb-extension	MessageRecovery/errors.rst#WIDTHTOOSMALL
WILDCARD	Wild cards are prohibited: xxxx	Run Time Error	ydb-extension	MessageRecovery/errors.rst#WILDCARD
WORDEXPFAILED	wordexp() call for string ssss returned tttt error. See wordexp() man pages for details	Run Time Error	ydb-extension	MessageRecovery/errors.rst#WORDEXPFAILED
WRITEERROR	Cannot exit because of write failure. Reason for failure: xxxx	Error	ydb-extension	MessageRecovery/errors.rst#WRITEERROR
WRITERSTUCK	Buffer flush stuck waiting for xxxx concurrent writers to finish writing to database file aaaa	Run Time Error	ydb-extension	MessageRecovery/errors.rst#WRITERSTUCK
WRITEWAITPID	PID wwww waited mmmm minute(s) for PID hhhh to finish writing block bbbb in database file ffff	Warning	ydb-extension	MessageRecovery/errors.rst#WRITEWAITPID
XCRETNULLREF	Returned null reference from external call LLLL	Error	ydb-extension	MessageRecovery/errors.rst#XCRETNULLREF
XCVOIDRET	Attempt to return a value from function xxxx, which is declared void in external call table yyyy	Run Time Error	ydb-extension	MessageRecovery/errors.rst#XCVOIDRET
XTRNRETSTR	Return string from extended reference translation algorithm is NULL	Run Time Error	ydb-extension	MessageRecovery/errors.rst#XTRNRETSTR
XTRNRETVAL	Length of return value (xxxx) from extended reference translation algorithm is not in the range [0,yyyy]	Run Time Error	ydb-extension	MessageRecovery/errors.rst#XTRNRETVAL
XTRNTRANSDLL	Error during extended reference environment translation. Check the above message.	Run Time Error	ydb-extension	MessageRecovery/errors.rst#XTRNTRANSDLL
XTRNTRANSERR	Error attempting to generate an environment using an external algorithm	Run Time Error	ydb-extension	MessageRecovery/errors.rst#XTRNTRANSERR
YDBDISTUNDEF	Environment variable $ydb_dist is not defined	Run Time Error	ydb-extension	MessageRecovery/errors.rst#YDBDISTUNDEF
YDBDISTUNVERIF	Environment variable $ydb_dist (dddd) could not be verified against the executables path (pppp)	Run Time Error	ydb-extension	MessageRecovery/errors.rst#YDBDISTUNVERIF
ZATRANSCOL	The collation requested has no implementation for the requested operation	Run Time Error	ydb-extension	MessageRecovery/errors.rst#ZATRANSCOL
ZATRANSERR	The input string is too long to convert	Run Time Error	ydb-extension	MessageRecovery/errors.rst#ZATRANSERR
ZATTACHERR	"Error attaching to ""xxxx"""	Run Time Error	ydb-extension	MessageRecovery/errors.rst#ZATTACHERR
ZBREAKFAIL	Could not set breakpoint at xxxx due to insufficient memory	Information	ydb-extension	MessageRecovery/errors.rst#ZBREAKFAIL
ZBRKCNTNEGATIVE	Count xxx, of transits through a ZBREAK breakpoint before activating it, cannot be negative	Information	ydb-extension	MessageRecovery/errors.rst#ZBRKCNTNEGATIVE
ZCALLTABLE	External call Table format error	Run Time Error	ydb-extension	MessageRecovery/errors.rst#ZCALLTABLE
ZCARGMSMTCH	External call: Actual argument count, xxxx, is greater than formal argument count, yyyy	Run Time Error	ydb-extension	MessageRecovery/errors.rst#ZCARGMSMTCH
ZCCLNUPRTNMISNG	External call: Cleanup routine name missing. Cannot continue	Run Time Error	ydb-extension	MessageRecovery/errors.rst#ZCCLNUPRTNMISNG
ZCCOLON	Colon expected but not found	Run Time Error	ydb-extension	MessageRecovery/errors.rst#ZCCOLON
ZCCONMSMTCH	External call: Too many input arguments	Run Time Error	ydb-extension	MessageRecovery/errors.rst#ZCCONMSMTCH
ZCCONVERT	External call: error converting output argument from external call xxxx	Run Time Error	ydb-extension	MessageRecovery/errors.rst#ZCCONVERT
ZCCSQRBR	Closing Square bracket expected	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#ZCCSQRBR
ZCCTENV	Environmental variable for external package xxxx not set	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#ZCCTENV
ZCCTNULLF	External call table contains no records: xxxx	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#ZCCTNULLF
ZCCTOPN	Unable to open external call table: xxxx	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#ZCCTOPN
ZCENTNAME	No entry name found in external call table	Run Time Error	ydb-extension	MessageRecovery/errors.rst#ZCENTNAME
ZCINPUTREQ	External call: Required input argument missing	Run Time Error	ydb-extension	MessageRecovery/errors.rst#ZCINPUTREQ
ZCINVALIDKEYWORD	External call: Invalid keyword found. Cannot continue	Run Time Error	ydb-extension	MessageRecovery/errors.rst#ZCINVALIDKEYWORD
ZCMAXPARAM	Exceeded maximum number of external call parameters	Run Time Error	ydb-extension	MessageRecovery/errors.rst#ZCMAXPARAM
ZCNOPREALLOUTPAR	Parameter xxxx in external call yyyy.zzzz is an output only parameter requiring pre-allocation	Run Time Error	ydb-extension	MessageRecovery/errors.rst#ZCNOPREALLOUTPAR
ZCOPT0	External call: Qualifier OPTIONAL_0 can be used only with mechanisms REFERENCE or DESCRIPTOR	Run Time Error	ydb-extension	MessageRecovery/errors.rst#ZCOPT0
ZCPOSOVR	External call: Invalid overlapping of arguments in table position xxxx	Run Time Error	ydb-extension	MessageRecovery/errors.rst#ZCPOSOVR
ZCPREALLNUMEX	Pre-allocation value should be a decimal number	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#ZCPREALLNUMEX
ZCPREALLVALINV	The pre-allocation value exceeded the maximum string length	Run Time Error	ydb-extension	MessageRecovery/errors.rst#ZCPREALLVALINV
ZCPREALLVALPAR	Pre-allocation allowed only for variables passed by reference	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#ZCPREALLVALPAR
ZCPREALLVALSTR	Pre-allocation allowed only for output or input/output variables of type ydb_buffer_t*, ydb_string_t*, or ydb_char_t*	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#ZCPREALLVALSTR
ZCRCALLNAME	Routine name expected but not found	Run Time Error	ydb-extension	MessageRecovery/errors.rst#ZCRCALLNAME
ZCRPARMNAME	Parameter name expected but not found	Run Time Error	ydb-extension	MessageRecovery/errors.rst#ZCRPARMNAME
ZCRTENOTF	External call routine xxxx not found	Run Time Error	ydb-extension	MessageRecovery/errors.rst#ZCRTENOTF
ZCRTNTYP	Unknown return type	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#ZCRTNTYP
ZCSTATUSRET	External call returned error status	Run Time Error	ydb-extension	MessageRecovery/errors.rst#ZCSTATUSRET
ZCUNAVAIL	Package, xxxx unavailable	Run Time Error	ydb-extension	MessageRecovery/errors.rst#ZCUNAVAIL
